year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
2020,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,FALSE,BOB WALSH,LIBERTARIAN,FALSE,total,24271,917237,FALSE,20210114,LIBERTARIAN
2020,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,FALSE,MARK V. RONCHETTI,REPUBLICAN,FALSE,total,418483,917237,FALSE,20210114,REPUBLICAN
2020,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,FALSE,BEN R. LUJAN,DEMOCRAT,FALSE,total,474483,917237,FALSE,20210114,DEMOCRAT
2020,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,FALSE,THOM TILLIS,REPUBLICAN,FALSE,total,2665598,5474952,FALSE,20210114,REPUBLICAN
2020,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,FALSE,CAL CUNNINGHAM,DEMOCRAT,FALSE,total,2569965,5474952,FALSE,20210114,DEMOCRAT
2020,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,FALSE,SHANNON W. BRAY,LIBERTARIAN,FALSE,total,171571,5474952,FALSE,20210114,LIBERTARIAN
2020,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,FALSE,KEVIN E. HAYES,CONSTITUTION PARTY,FALSE,total,67818,5474952,FALSE,20210114,OTHER
2020,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,FALSE,JIM INHOFE ,REPUBLICAN,FALSE,total,979140,1556361,FALSE,20210114,REPUBLICAN
2020,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,FALSE,ROBERT MURPHY,LIBERTARIAN,FALSE,total,34435,1556361,FALSE,20210114,LIBERTARIAN
2020,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,FALSE,ABBY BROYLES,DEMOCRAT,FALSE,total,509763,1556361,FALSE,20210114,DEMOCRAT
2020,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,FALSE,JOAN FARR,INDEPENDENT,FALSE,total,21652,1556361,FALSE,20210114,OTHER
2020,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,FALSE,A. D. NESBIT,INDEPENDENT,FALSE,total,11371,1556361,FALSE,20210114,OTHER
2020,OREGON,OR,41,92,72,US SENATE,statewide,gen,FALSE,JO RAE PERKINS,REPUBLICAN,FALSE,total,912814,2321249,FALSE,20210114,REPUBLICAN
2020,OREGON,OR,41,92,72,US SENATE,statewide,gen,FALSE,JEFF MERKLEY,DEMOCRAT,FALSE,total,1321047,2321249,FALSE,20210114,DEMOCRAT
2020,OREGON,OR,41,92,72,US SENATE,statewide,gen,FALSE,IBRAHIM A TAHER,PACIFIC GREEN,FALSE,total,42239,2321249,FALSE,20210114,OTHER
2020,OREGON,OR,41,92,72,US SENATE,statewide,gen,FALSE,GARY DYE,LIBERTARIAN,FALSE,total,42747,2321249,FALSE,20210114,LIBERTARIAN
2020,OREGON,OR,41,92,72,US SENATE,statewide,gen,FALSE,,,TRUE,total,2402,2321249,FALSE,20210114,OTHER
2020,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,FALSE,JOHN F. REED,DEMOCRAT,FALSE,total,328574,494262,FALSE,20210114,DEMOCRAT
2020,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,FALSE,ALLEN R. WATERS,REPUBLICAN,FALSE,total,164855,494262,FALSE,20210114,REPUBLICAN
2020,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,FALSE,,,TRUE,total,833,494262,FALSE,20210114,OTHER
2020,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,FALSE,BILL BLEDSOE,CONSTITUTION PARTY,FALSE,total,32845,2515104,FALSE,20210114,OTHER
2020,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,FALSE,LINDSEY GRAHAM,REPUBLICAN,FALSE,total,1369137,2515104,FALSE,20210114,REPUBLICAN
2020,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,FALSE,JAIME HARRISON,DEMOCRAT,FALSE,total,1110828,2515104,FALSE,20210114,DEMOCRAT
2020,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,FALSE,,,TRUE,total,2294,2515104,FALSE,20210114,OTHER
2020,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,FALSE,MIKE ROUNDS,REPUBLICAN,FALSE,total,276232,420219,TRUE,20210114,REPUBLICAN
2020,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,FALSE,DAN AHLERS,DEMOCRAT,FALSE,total,143987,420219,TRUE,20210114,DEMOCRAT
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,BILL HAGERTY,REPUBLICAN,FALSE,total,1840926,2959761,FALSE,20210114,REPUBLICAN
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,MARQUITA BRADSHAW,DEMOCRAT,FALSE,total,1040691,2959761,FALSE,20210114,DEMOCRAT
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,"YOMI ""FAPAS"" FAPARUSI SR.",INDEPENDENT,FALSE,total,10727,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,JEFFREY ALAN GRUNAU,INDEPENDENT,FALSE,total,4160,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,RONNIE HENLEY,INDEPENDENT,FALSE,total,8478,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,G. DEAN HILL,INDEPENDENT,FALSE,total,4872,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,STEVEN J. HOOPER,INDEPENDENT,FALSE,total,9609,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,AARON JAMES,INDEPENDENT,FALSE,total,7203,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,ELIZABETH MCLEOD,INDEPENDENT,FALSE,total,16652,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,KACEY MORGAN,INDEPENDENT,FALSE,total,9598,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,ERIC WILLIAM STANSBERRY,INDEPENDENT,FALSE,total,6781,2959761,FALSE,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,FALSE,JOHN A. GENTRY,,TRUE,total,64,2959761,FALSE,20210114,OTHER
2020,TEXAS,TX,48,74,49,US SENATE,statewide,gen,FALSE,JOHN CORNYN,REPUBLICAN,FALSE,total,5962983,11144040,FALSE,20210114,REPUBLICAN
2020,TEXAS,TX,48,74,49,US SENATE,statewide,gen,FALSE,"MARY ""MJ"" HEGAR",DEMOCRAT,FALSE,total,4888764,11144040,FALSE,20210114,DEMOCRAT
2020,TEXAS,TX,48,74,49,US SENATE,statewide,gen,FALSE,KERRY DOUGLAS MCKENNON,LIBERTARIAN,FALSE,total,209722,11144040,FALSE,20210114,LIBERTARIAN
2020,TEXAS,TX,48,74,49,US SENATE,statewide,gen,FALSE,DAVID B. COLLINS,GREEN,FALSE,total,81893,11144040,FALSE,20210114,OTHER
2020,TEXAS,TX,48,74,49,US SENATE,statewide,gen,FALSE,RICARDO TURULLOLS-BONILLA,,TRUE,total,678,11144040,FALSE,20210114,OTHER
2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,FALSE,MARK R. WARNER,DEMOCRAT,FALSE,total,2466500,4405087,FALSE,20210114,DEMOCRAT
2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,FALSE,DANIEL M. GADE,REPUBLICAN,FALSE,total,1934199,4405087,FALSE,20210114,REPUBLICAN
2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,FALSE,,,TRUE,total,4388,4405087,FALSE,20210114,OTHER
2020,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,FALSE,SHELLEY MOORE CAPITO,REPUBLICAN,FALSE,total,547454,778918,FALSE,20210114,REPUBLICAN
2020,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,FALSE,PAULA JEAN SWEARENGIN,DEMOCRAT,FALSE,total,210309,778918,FALSE,20210114,DEMOCRAT
2020,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,FALSE,DAVID MORAN,LIBERTARIAN,FALSE,total,21155,778918,FALSE,20210114,LIBERTARIAN
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,FALSE,CYNTHIA M. LUMMIS,REPUBLICAN,FALSE,total,198100,278503,FALSE,20210114,REPUBLICAN
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,FALSE,MERAV BEN-DAVID,DEMOCRAT,FALSE,total,72766,278503,FALSE,20210114,DEMOCRAT
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,FALSE,,,TRUE,total,1071,278503,FALSE,20210114,OTHER
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,FALSE,OVER VOTES,,FALSE,total,165,278503,FALSE,20210114,OTHER
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,FALSE,UNDER VOTES,,FALSE,total,6401,278503,FALSE,20210114,OTHER
2021,GEORGIA,GA,13,58,44,US SENATE,statewide,runoff,TRUE,KELLY LOEFFLER,REPUBLICAN,FALSE,total,2194848,4483294,TRUE,20210114,REPUBLICAN
2021,GEORGIA,GA,13,58,44,US SENATE,statewide,runoff,TRUE,RAPHAEL WARNOCK,DEMOCRAT,FALSE,total,2288446,4483294,TRUE,20210114,DEMOCRAT
2021,GEORGIA,GA,13,58,44,US SENATE,statewide,runoff,FALSE,DAVID A. PERDUE,REPUBLICAN,FALSE,total,2213979,4483241,TRUE,20210114,REPUBLICAN
2021,GEORGIA,GA,13,58,44,US SENATE,statewide,runoff,FALSE,JON OSSOFF,DEMOCRAT,FALSE,total,2269262,4483241,TRUE,20210114,DEMOCRAT
